origin,date,deal_id,salesforce_crm_id,currency,deal_name,name_source,business_line,brand,agency_group_name,agency,dsp,seat_id,country_served,country_sold,owner,am_csm,inventory_type,gross_revenue,pub_cost,curator_margin_total,curator_margin_stx,curator_margin_curator,margin,requests,bids,wins,impressions,sf_product_lines,pct_of_qtd
STX,2026-08-22,443119806437,,EUR,StackAdapt Deal - CTV,Seedtag,DSP marketplace - Migrated,,,,,,,,,,,7180.94,5696.43,0.0,,,1484.51,7068619058,6689640,6275408,869185,,4.05
STX,2026-08-22,BFMSA003,,EUR,StackAdapt Deal - CTV - Premium Pubs - Political,Seedtag,DSP marketplace - Migrated,,,,,,,,,,,6863.46,5488.6,0.0,,,1374.86,7068619058,6807089,6513528,825303,,3.87
STX,2026-08-27,1b21334a-cf38-431e-9723-a45d0620dab9,,EUR,__DEAL__PA__255762__LEXUS__TEAMONE__LEXUS-T1__US__US__JUL__2026____NEUROX__PCOV__P10,Seedtag,Curation Agency,,,,,,,,,,,5665.2,4070.72,0.0,,,1594.48,209750449,2619846,2603215,660848,,3.19
STX,2026-08-26,443119806437,,EUR,StackAdapt Deal - CTV,Seedtag,DSP marketplace - Migrated,,,,,,,,,,,5663.02,4497.06,0.0,,,1165.96,6315700375,4628399,4462929,801555,,3.19
STX,2026-08-26,1b21334a-cf38-431e-9723-a45d0620dab9,,EUR,__DEAL__PA__255762__LEXUS__TEAMONE__LEXUS-T1__US__US__JUL__2026____NEUROX__PCOV__P10,Seedtag,Curation Agency,,,,,,,,,,,5524.61,3913.15,0.0,,,1611.46,197684461,2564213,2543077,662943,,3.11
STX,2026-08-26,BFMSA003,,EUR,StackAdapt Deal - CTV - Premium Pubs - Political,Seedtag,DSP marketplace - Migrated,,,,,,,,,,,5055.93,4047.68,0.0,,,1008.25,6315700375,5299435,5112523,684310,,2.85
STX,2026-08-25,1b21334a-cf38-431e-9723-a45d0620dab9,,EUR,__DEAL__PA__255762__LEXUS__TEAMONE__LEXUS-T1__US__US__JUL__2026____NEUROX__PCOV__P10,Seedtag,Curation Agency,,,,,,,,,,,3674.1,2580.78,0.0,,,1093.32,93411134,1616904,1600312,462502,,2.07
STX,2026-08-24,BFMSA003,,EUR,StackAdapt Deal - CTV - Premium Pubs - Political,Seedtag,DSP marketplace - Migrated,,,,,,,,,,,2892.99,2416.58,0.0,,,476.41,6338569528,6726297,6526516,326392,,1.63
STX,2026-08-23,BFMSA003,,EUR,StackAdapt Deal - CTV - Premium Pubs - Political,Seedtag,DSP marketplace - Migrated,,,,,,,,,,,2669.97,2301.28,0.0,,,368.69,6759359834,6027478,5848835,321881,,1.5
STX,2026-08-25,BFMSA003,,EUR,StackAdapt Deal - CTV - Premium Pubs - Political,Seedtag,DSP marketplace - Migrated,,,,,,,,,,,2525.11,2152.69,0.0,,,372.42,6266331962,5275521,5119609,277311,,1.42
STX,2026-08-27,BFMSA003,,EUR,StackAdapt Deal - CTV - Premium Pubs - Political,Seedtag,DSP marketplace - Migrated,,,,,,,,,,,2424.35,1991.97,0.0,,,432.38,6038014237,6341397,6151700,291310,,1.37
STX,2026-08-21,BFMSA003,,EUR,StackAdapt Deal - CTV - Premium Pubs - Political,Seedtag,DSP marketplace - Migrated,,,,,,,,,,,1853.4,1540.23,0.0,,,313.17,6329091387,4172988,4058225,200986,,1.04
STX,2026-08-26,NEUROX-100826-QKdd9h,,EUR,Viant Marketplace CTV - Political,Seedtag,DSP Marketplace,,,,,,,,,,,1760.24,1428.07,0.0,,,332.17,2639708798,781563,750245,253708,,0.99
STX,2026-08-23,443119806437,,EUR,StackAdapt Deal - CTV,Seedtag,DSP marketplace - Migrated,,,,,,,,,,,1756.4,1539.4,0.0,,,217.0,6759359834,4246887,4107909,201648,,0.99
STX,2026-08-26,Beach173,,EUR,StackAdapt_Standard Inventory Packages_Beachfront_2025_60 Second Placements,Seedtag,DSP marketplace - Migrated,,,,,,,,,,,1746.88,1404.94,0.0,,,341.94,6315700375,1916103,1827443,391820,,0.98
STX,2026-08-24,1b21334a-cf38-431e-9723-a45d0620dab9,,EUR,__DEAL__PA__255762__LEXUS__TEAMONE__LEXUS-T1__US__US__JUL__2026____NEUROX__PCOV__P10,Seedtag,Curation Agency,,,,,,,,,,,1697.96,1263.11,0.0,,,434.85,65534984,810555,800674,219329,,0.96
BFM,2026-08-26,255653458214,,USD,Conversant Deal - CTV - RON,Beachfront,DSP Marketplace,titosvodka.com,BFM Internal,BFM Internal,Conversant,1,,,,,CTV,1546.84,1347.0,,,,199.84,394488,396582,759770,123038,,0.87
STX,2026-08-27,443119806437,,EUR,StackAdapt Deal - CTV,Seedtag,DSP marketplace - Migrated,,,,,,,,,,,1426.71,1153.58,0.0,,,273.13,6038014237,5543420,5365537,174461,,0.8
STX,2026-08-23,1b21334a-cf38-431e-9723-a45d0620dab9,,EUR,__DEAL__PA__255762__LEXUS__TEAMONE__LEXUS-T1__US__US__JUL__2026____NEUROX__PCOV__P10,Seedtag,Curation Agency,,,,,,,,,,,1298.25,958.82,0.0,,,339.43,66042495,780093,762680,170052,,0.73
STX,2026-08-22,Beach173,,EUR,StackAdapt_Standard Inventory Packages_Beachfront_2025_60 Second Placements,Seedtag,DSP marketplace - Migrated,,,,,,,,,,,1271.62,1036.24,0.0,,,235.38,7068619058,4439881,4050565,250118,,0.72
STX,2026-08-22,298330405897,,EUR,SEEDTAG-NEUROX_RON_20260801_CLIENT_STACKADAPT_SPANISH-LANGUAGE_CTV_VIDEO_NA,Seedtag,DSP marketplace - Migrated,,,,,,,,,,,1209.72,1016.4,0.0,,,193.32,7068619058,1656258,1570691,191421,,0.68
STX,2026-08-21,1b21334a-cf38-431e-9723-a45d0620dab9,,EUR,__DEAL__PA__255762__LEXUS__TEAMONE__LEXUS-T1__US__US__JUL__2026____NEUROX__PCOV__P10,Seedtag,Curation Agency,,,,,,,,,,,1185.93,898.47,0.0,,,287.46,58891149,644072,635783,155363,,0.67
STX,2026-08-24,443119806437,,EUR,StackAdapt Deal - CTV,Seedtag,DSP marketplace - Migrated,,,,,,,,,,,1152.44,945.79,0.0,,,206.65,6338569528,4822484,4668546,146288,,0.65
STX,2026-08-25,443119806437,,EUR,StackAdapt Deal - CTV,Seedtag,DSP marketplace - Migrated,,,,,,,,,,,1130.17,970.7,0.0,,,159.47,6266331962,3985529,3857793,133996,,0.64
BFM,2026-08-26,118866276082,,USD,Beeswax Deal - CTV - VideoAmp - FEP,Beachfront,DSP Marketplace,izervay.com,BFM Internal,BFM Internal,Beeswax,fwm8c21lbv,,,,,CTV,1089.08,929.54,,,,159.54,270446,270446,271666,74312,,0.61
BFM,2026-08-26,955413904519,,USD,TTD Deal - CTV ($18),Beachfront,DSP Marketplace,wildfirevictimsfirst.com,Beachfront Deal Migration,Beachfront Deal Migration,The Trade Desk,3055,,,,,CTV,1075.98,902.06,,,,173.92,1629902,1630938,1769288,124848,,0.61
BFM,2026-08-26,783317263332,,USD,GroundTruth Deal - CTV - Premium Bundles List,Beachfront,DSP Marketplace,thefunplex.com,Beachfront Deal Migration,Beachfront Deal Migration,GroundTruth,0,,,,,CTV,975.26,813.2,,,,162.06,252812,255380,263106,74980,,0.55
BFM,2026-08-26,976384276675,,USD,Octillion Deal - CTV - EW Scripps,Beachfront,DSP Marketplace,steemersandiego.com,Beachfront Deal Migration,Beachfront Deal Migration,Octillion Media,octillion,,,,,CTV,971.34,798.34,,,,173.0,251980,252096,253278,97692,,0.55
STX,2026-08-22,1b21334a-cf38-431e-9723-a45d0620dab9,,EUR,__DEAL__PA__255762__LEXUS__TEAMONE__LEXUS-T1__US__US__JUL__2026____NEUROX__PCOV__P10,Seedtag,Curation Agency,,,,,,,,,,,959.84,732.41,0.0,,,227.43,55909087,639424,618120,125754,,0.54
STX,2026-08-26,298330405897,,EUR,SEEDTAG-NEUROX_RON_20260801_CLIENT_STACKADAPT_SPANISH-LANGUAGE_CTV_VIDEO_NA,Seedtag,DSP marketplace - Migrated,,,,,,,,,,,952.53,805.39,0.0,,,147.14,6315700375,1043254,1002491,154906,,0.54
BFM,2026-08-26,Aki1,,USD,Aki Deal - CTV -  RON,Beachfront,Curation 3rd Party,serta.com,Aki,Aki,The Trade Desk,3077,,,,,CTV,903.06,831.68,,,,71.38,126344,126588,135270,84740,,0.51
STX,2026-08-21,443119806437,,EUR,StackAdapt Deal - CTV,Seedtag,DSP marketplace - Migrated,,,,,,,,,,,898.0,754.0,0.0,,,144.0,6329091387,2851880,2758777,106019,,0.51
STX,2026-08-27,482917350641,,EUR,LG - Viant CTV deal,Seedtag,DSP marketplace - Migrated,,,,,,,,,,,825.06,727.33,0.0,,,97.73,190012615,179747,173626,131919,,0.46
STX,2026-08-23,298330405897,,EUR,SEEDTAG-NEUROX_RON_20260801_CLIENT_STACKADAPT_SPANISH-LANGUAGE_CTV_VIDEO_NA,Seedtag,DSP marketplace - Migrated,,,,,,,,,,,801.41,714.82,0.0,,,86.59,6759359834,1538318,1485941,103086,,0.45
STX,2026-08-24,298330405897,,EUR,SEEDTAG-NEUROX_RON_20260801_CLIENT_STACKADAPT_SPANISH-LANGUAGE_CTV_VIDEO_NA,Seedtag,DSP marketplace - Migrated,,,,,,,,,,,793.13,676.55,0.0,,,116.58,6338569528,1791503,1732599,108079,,0.45
STX,2026-08-25,482917350641,,EUR,LG - Viant CTV deal,Seedtag,DSP marketplace - Migrated,,,,,,,,,,,790.58,693.68,0.0,,,96.9,257220696,275386,264243,98573,,0.45
STX,2026-08-26,NEUROX-180826-hkNAAs,270959,USD,NeuroX | Always-On | Alcohol Approved Display,Seedtag,Curation 3rd Party,,Multilocal - Curator - East US,Multilocal - Curator,Internal - Seedtag Marketplace,,,United States,Caroline Cheung,,Web,790.37,338.42,79.04,0.0,79.04,372.46,50790581296,33421843,10684303,1065987,1,0.45
BFM,2026-08-26,378043004864,,USD,New Media CTV/OTT RON - Yahoo,Beachfront,DSP Marketplace,dems.ag,Beachfront Deal Curation,Beachfront Deal Curation,Yahoo,6419,,,,,CTV,778.32,501.24,,,,277.08,128580,129678,136866,42144,,0.44
BFM,2026-08-22,456808823983,,USD,JamLoop Deal - CTV - A&amp;E - Efficient CPM,Beachfront,DSP Marketplace,crewcarwash.com,BFM Internal,BFM Internal,JamLoop,12341,,,,,CTV,746.76,672.13,,,,74.63,69525,69525,69540,46357,,0.42
BFM,2026-08-23,456808823983,,USD,JamLoop Deal - CTV - A&amp;E - Efficient CPM,Beachfront,DSP Marketplace,starfurniture.com,BFM Internal,BFM Internal,JamLoop,12341,,,,,CTV,738.23,664.42,,,,73.81,68943,68943,68963,45826,,0.42
BFM,2026-08-25,255653458214,,USD,Conversant Deal - CTV - RON,Beachfront,DSP Marketplace,bathandbodyworks.com,BFM Internal,BFM Internal,Conversant,1,,,,,CTV,732.49,649.35,,,,83.14,176861,187949,346433,55038,,0.41
STX,2026-08-27,NEUROX-180826-hkNAAs,270959,USD,NeuroX | Always-On | Alcohol Approved Display,Seedtag,Curation 3rd Party,,Multilocal - Curator - East US,Multilocal - Curator,Internal - Seedtag Marketplace,,,United States,Caroline Cheung,,Web,728.65,312.68,72.87,0.0,72.87,342.79,50172888372,33971739,11052614,1005505,1,0.41
STX,2026-08-27,Beach173,,EUR,StackAdapt_Standard Inventory Packages_Beachfront_2025_60 Second Placements,Seedtag,DSP marketplace - Migrated,,,,,,,,,,,698.67,593.39,0.0,,,105.28,6038014237,2928823,2766866,126411,,0.39
BFM,2026-08-21,255653458214,,USD,Conversant Deal - CTV - RON,Beachfront,DSP Marketplace,costco.com,BFM Internal,BFM Internal,Conversant,1,,,,,CTV,690.98,618.9,,,,72.08,241334,246975,355898,52668,,0.39
STX,2026-08-25,298330405897,,EUR,SEEDTAG-NEUROX_RON_20260801_CLIENT_STACKADAPT_SPANISH-LANGUAGE_CTV_VIDEO_NA,Seedtag,DSP marketplace - Migrated,,,,,,,,,,,690.88,602.63,0.0,,,88.25,6266331962,1247756,1203229,87065,,0.39
STX,2026-08-26,482917350641,,EUR,LG - Viant CTV deal,Seedtag,DSP marketplace - Migrated,,,,,,,,,,,688.16,606.45,0.0,,,81.71,157494990,186405,180462,99509,,0.39
STX,2026-08-27,298330405897,,EUR,SEEDTAG-NEUROX_RON_20260801_CLIENT_STACKADAPT_SPANISH-LANGUAGE_CTV_VIDEO_NA,Seedtag,DSP marketplace - Migrated,,,,,,,,,,,687.25,589.49,0.0,,,97.76,6038014237,1380115,1330567,99617,,0.39
STX,2026-08-22,NEUROX-180826-hkNAAs,270959,USD,NeuroX | Always-On | Alcohol Approved Display,Seedtag,Curation 3rd Party,,Multilocal - Curator - East US,Multilocal - Curator,Internal - Seedtag Marketplace,,,United States,Caroline Cheung,,Web,685.61,322.23,68.56,0.0,68.56,294.53,53153814444,36935724,11557877,881113,1,0.39
STX,2026-08-25,NEUROX-180826-hkNAAs,270959,USD,NeuroX | Always-On | Alcohol Approved Display,Seedtag,Curation 3rd Party,,Multilocal - Curator - East US,Multilocal - Curator,Internal - Seedtag Marketplace,,,United States,Caroline Cheung,,Web,667.14,293.31,66.71,0.0,66.71,306.77,51526159602,30538077,9393778,827576,1,0.38
STX,2026-08-24,482917350641,,EUR,LG - Viant CTV deal,Seedtag,DSP marketplace - Migrated,,,,,,,,,,,664.78,578.56,0.0,,,86.22,210492228,215440,207789,82179,,0.37
BFM,2026-08-26,Beach111,,USD,Conversant Cannabis Category Targeting - Video/CTV,Beachfront,DSP Marketplace,signetjewelers.com,Beachfront Deal Curation,Beachfront Deal Curation,Conversant,1,,,,,CTV,659.14,553.86,,,,105.28,337122,390142,1045906,92996,,0.37
STX,2026-08-23,482917350641,,EUR,LG - Viant CTV deal,Seedtag,DSP marketplace - Migrated,,,,,,,,,,,650.24,576.03,0.0,,,74.21,186882167,203887,195278,84644,,0.37
BFM,2026-08-22,118866276082,,USD,Beeswax Deal - CTV - VideoAmp - FEP,Beachfront,DSP Marketplace,lesschwab.com,BFM Internal,BFM Internal,Beeswax,fwm8c21lbv,,,,,CTV,633.87,541.51,,,,92.36,141607,141607,142387,43046,,0.36
STX,2026-08-23,Beach173,,EUR,StackAdapt_Standard Inventory Packages_Beachfront_2025_60 Second Placements,Seedtag,DSP marketplace - Migrated,,,,,,,,,,,631.01,552.73,0.0,,,78.28,6759359834,1400390,1337976,109295,,0.36
STX,2026-08-25,Beach173,,EUR,StackAdapt_Standard Inventory Packages_Beachfront_2025_60 Second Placements,Seedtag,DSP marketplace - Migrated,,,,,,,,,,,625.97,542.85,0.0,,,83.12,6266331962,1825703,1750240,107700,,0.35
BFM,2026-08-26,513073226453,,USD,Conversant Deal - CTV - Political RON,Beachfront,DSP Marketplace,frontier.com,Beachfront Deal Curation,Beachfront Deal Curation,Conversant,1,,,,,CTV,625.34,505.32,,,,120.02,232540,549978,549980,82114,,0.35
BFM,2026-08-23,118866276082,,USD,Beeswax Deal - CTV - VideoAmp - FEP,Beachfront,DSP Marketplace,nexteraenergy.com,BFM Internal,BFM Internal,Beeswax,fwm8c21lbv,,,,,CTV,622.03,531.23,,,,90.8,149237,149237,149894,42262,,0.35
STX,2026-08-24,NEUROX-180826-hkNAAs,270959,USD,NeuroX | Always-On | Alcohol Approved Display,Seedtag,Curation 3rd Party,,Multilocal - Curator - East US,Multilocal - Curator,Internal - Seedtag Marketplace,,,United States,Caroline Cheung,,Web,619.58,279.18,61.96,0.0,61.96,278.11,54001374101,27948600,8909606,817481,1,0.35
STX,2026-08-22,482917350641,,EUR,LG - Viant CTV deal,Seedtag,DSP marketplace - Migrated,,,,,,,,,,,616.29,542.71,0.0,,,73.58,243455264,215874,205750,85940,,0.35
BFM,2026-08-24,MH37,,USD,MadHive - CTV - Plex (Price Targeted),Beachfront,DSP Marketplace,knowyourrights.com,BFM Internal,BFM Internal,MadHive,madhive,,,,,CTV,613.11,485.96,,,,127.15,99619,99914,100253,66909,,0.35
STX,2026-08-23,NEUROX-180826-hkNAAs,270959,USD,NeuroX | Always-On | Alcohol Approved Display,Seedtag,Curation 3rd Party,,Multilocal - Curator - East US,Multilocal - Curator,Internal - Seedtag Marketplace,,,United States,Caroline Cheung,,Web,603.27,287.99,60.33,0.0,60.33,254.64,58041680724,33291133,10419159,839253,1,0.34
STX,2026-08-21,NEUROX-180826-hkNAAs,270959,USD,NeuroX | Always-On | Alcohol Approved Display,Seedtag,Curation 3rd Party,,Multilocal - Curator - East US,Multilocal - Curator,Internal - Seedtag Marketplace,,,United States,Caroline Cheung,,Web,598.41,268.13,59.84,0.0,59.84,270.2,50681718483,35847133,11225130,835806,1,0.34
STX,2026-08-21,298330405897,,EUR,SEEDTAG-NEUROX_RON_20260801_CLIENT_STACKADAPT_SPANISH-LANGUAGE_CTV_VIDEO_NA,Seedtag,DSP marketplace - Migrated,,,,,,,,,,,586.24,514.53,0.0,,,71.71,6329091387,915183,881859,73094,,0.33
STX,2026-08-24,Beach173,,EUR,StackAdapt_Standard Inventory Packages_Beachfront_2025_60 Second Placements,Seedtag,DSP marketplace - Migrated,,,,,,,,,,,570.52,481.05,0.0,,,89.47,6338569528,1768020,1681436,98964,,0.32
STX,2026-08-25,983805237051,,EUR,StackAdapt Deal - CTV - Sports Genre + Live Sports,Seedtag,DSP marketplace - Migrated,,,,,,,,,,,567.96,485.15,0.0,,,82.81,132153164,271277,260625,72913,,0.32
BFM,2026-08-22,255653458214,,USD,Conversant Deal - CTV - RON,Beachfront,DSP Marketplace,childrensplace.com,BFM Internal,BFM Internal,Conversant,1,,,,,CTV,567.49,503.56,,,,63.93,172588,177369,274689,44868,,0.32
BFM,2026-08-24,TEGNA1,,USD,Jamloop - AO - News - CTV - TEGNASOURCED 081221,Beachfront,Curation 3rd Party,bernieandphyls.com,TEGNA,TEGNA,JamLoop,12341,,,,,CTV,564.94,564.94,,,,0.0,104619,122932,124161,48602,,0.32
BFM,2026-08-26,391798492869,,USD,TTD Deal - Competitive Conquest Subaru - CTV (Spanish Language Targeting),Beachfront,DSP Marketplace,subaru.com,Beachfront Deal Migration,Beachfront Deal Migration,The Trade Desk,3317,,,,,CTV,541.04,398.82,,,,142.22,50998,50998,52980,22210,,0.3
BFM,2026-08-21,955413904519,,USD,TTD Deal - CTV ($18),Beachfront,DSP Marketplace,oracle.com,Beachfront Deal Migration,Beachfront Deal Migration,The Trade Desk,3055,,,,,CTV,540.29,454.13,,,,86.16,811139,811801,883515,64218,,0.3
STX,2026-08-27,NEUROX-100826-QKdd9h,,EUR,Viant Marketplace CTV - Political,Seedtag,DSP Marketplace,,,,,,,,,,,531.61,445.97,0.0,,,85.64,2444184499,473624,449869,75967,,0.3
STX,2026-08-24,983805237051,,EUR,StackAdapt Deal - CTV - Sports Genre + Live Sports,Seedtag,DSP marketplace - Migrated,,,,,,,,,,,528.72,442.81,0.0,,,85.91,108976506,248018,237006,70514,,0.3
BFM,2026-08-24,Beach111,,USD,Conversant Cannabis Category Targeting - Video/CTV,Beachfront,DSP Marketplace,titosvodka.com,Beachfront Deal Curation,Beachfront Deal Curation,Conversant,1,,,,,CTV,513.57,431.27,,,,82.3,219651,247954,579885,65572,,0.29
STX,2026-08-22,983805237051,,EUR,StackAdapt Deal - CTV - Sports Genre + Live Sports,Seedtag,DSP marketplace - Migrated,,,,,,,,,,,504.07,427.53,0.0,,,76.54,175880881,251784,244671,65289,,0.28
BFM,2026-08-21,378043004864,,USD,New Media CTV/OTT RON - Yahoo,Beachfront,DSP Marketplace,tylerfortx.com,Beachfront Deal Curation,Beachfront Deal Curation,Yahoo,6419,,,,,CTV,502.21,317.34,,,,184.87,85338,85664,88370,25743,,0.28
STX,2026-08-23,983805237051,,EUR,StackAdapt Deal - CTV - Sports Genre + Live Sports,Seedtag,DSP marketplace - Migrated,,,,,,,,,,,499.8,427.41,0.0,,,72.39,138274463,251980,244543,70366,,0.28
BFM,2026-08-24,255653458214,,USD,Conversant Deal - CTV - RON,Beachfront,DSP Marketplace,thriventbank.com,BFM Internal,BFM Internal,Conversant,1,,,,,CTV,490.26,441.69,,,,48.57,134811,150557,272833,35968,,0.28
BFM,2026-08-23,378043004864,,USD,New Media CTV/OTT RON - Yahoo,Beachfront,DSP Marketplace,spiros4statesenate.com,Beachfront Deal Curation,Beachfront Deal Curation,Yahoo,6419,,,,,CTV,473.69,384.33,,,,89.36,63029,63272,65186,24796,,0.27
BFM,2026-08-26,480630561397,,USD,GroundTruth Deal - CTV - 90% VCR,Beachfront,DSP Marketplace,svwc.org,BFM Internal,BFM Internal,GroundTruth,0,,,,,CTV,463.38,365.24,,,,98.14,246132,247816,249900,33084,,0.26
BFM,2026-08-25,Beach111,,USD,Conversant Cannabis Category Targeting - Video/CTV,Beachfront,DSP Marketplace,moo.com,Beachfront Deal Curation,Beachfront Deal Curation,Conversant,1,,,,,CTV,463.13,391.33,,,,71.8,202163,231878,591215,61035,,0.26
BFM,2026-08-21,Aki1,,USD,Aki Deal - CTV -  RON,Beachfront,Curation 3rd Party,3m.com,Aki,Aki,The Trade Desk,3077,,,,,CTV,458.85,403.39,,,,55.46,242922,243005,247134,58210,,0.26
STX,2026-08-21,482917350641,,EUR,LG - Viant CTV deal,Seedtag,DSP marketplace - Migrated,,,,,,,,,,,450.0,397.15,0.0,,,52.85,208279427,148424,141430,54384,,0.25
BFM,2026-08-25,955413904519,,USD,TTD Deal - CTV ($18),Beachfront,DSP Marketplace,buyatoyota.com,Beachfront Deal Migration,Beachfront Deal Migration,The Trade Desk,3055,,,,,CTV,449.29,380.47,,,,68.82,808738,809308,882365,52229,,0.25
BFM,2026-08-22,Aki1,,USD,Aki Deal - CTV -  RON,Beachfront,Curation 3rd Party,wakefern.com,Aki,Aki,The Trade Desk,3077,,,,,CTV,447.74,393.43,,,,54.31,204656,204724,207689,53594,,0.25
BFM,2026-08-21,Beach111,,USD,Conversant Cannabis Category Targeting - Video/CTV,Beachfront,DSP Marketplace,acehardware.com,Beachfront Deal Curation,Beachfront Deal Curation,Conversant,1,,,,,CTV,438.46,369.08,,,,69.38,229578,256391,582542,56293,,0.25
BFM,2026-08-26,112854873831,,USD,Beeswax Deal - VideoAmp - CTV - Always On,Beachfront,DSP Marketplace,goya.com,BFM Internal,BFM Internal,Beeswax,fwm8c21lbv,,,,,CTV,436.1,367.54,,,,68.56,216142,216142,216490,30782,,0.25
BFM,2026-08-23,Aki1,,USD,Aki Deal - CTV -  RON,Beachfront,Curation 3rd Party,wakefern.com,Aki,Aki,The Trade Desk,3077,,,,,CTV,425.55,370.61,,,,54.94,155895,155911,157048,46333,,0.24
STX,2026-08-26,983805237051,,EUR,StackAdapt Deal - CTV - Sports Genre + Live Sports,Seedtag,DSP marketplace - Migrated,,,,,,,,,,,422.78,356.72,0.0,,,66.06,132576428,222985,213539,59746,,0.24
STX,2026-08-21,983805237051,,EUR,StackAdapt Deal - CTV - Sports Genre + Live Sports,Seedtag,DSP marketplace - Migrated,,,,,,,,,,,421.73,355.29,0.0,,,66.44,158365302,216219,209683,47389,,0.24
BFM,2026-08-26,340423331748,,USD,GroundTruth Deal - CTV - RON - Canada,Beachfront,DSP Marketplace,justinhavre.com,Beachfront Deal Curation,Beachfront Deal Curation,GroundTruth,0,,,,,CTV,417.24,334.32,,,,82.92,178038,178082,178094,19520,,0.24
BFM,2026-08-26,176619450572,,USD,TTD Deal - CTV ($15 MiQ) (Walmart),Beachfront,DSP Marketplace,freshpet.com,Beachfront Deal Migration,Beachfront Deal Migration,The Trade Desk,5726,,,,,CTV,401.86,358.82,,,,43.04,121786,121786,124738,31602,,0.23
BFM,2026-08-22,480630561397,,USD,GroundTruth Deal - CTV - 90% VCR,Beachfront,DSP Marketplace,headstart.montebello.k12.ca.us,BFM Internal,BFM Internal,GroundTruth,0,,,,,CTV,398.18,293.76,,,,104.42,84738,85581,86678,25911,,0.22
BFM,2026-08-23,255653458214,,USD,Conversant Deal - CTV - RON,Beachfront,DSP Marketplace,gsk.com,BFM Internal,BFM Internal,Conversant,1,,,,,CTV,398.03,357.9,,,,40.13,141175,142732,230925,31427,,0.22
BFM,2026-08-22,378043004864,,USD,New Media CTV/OTT RON - Yahoo,Beachfront,DSP Marketplace,dems.ag,Beachfront Deal Curation,Beachfront Deal Curation,Yahoo,6419,,,,,CTV,392.14,248.49,,,,143.65,48337,48526,50188,20237,,0.22
BFM,2026-08-24,955413904519,,USD,TTD Deal - CTV ($18),Beachfront,DSP Marketplace,growcalifornia.org,Beachfront Deal Migration,Beachfront Deal Migration,The Trade Desk,3055,,,,,CTV,387.59,327.39,,,,60.2,553216,553497,602094,46977,,0.22
BFM,2026-08-22,955413904519,,USD,TTD Deal - CTV ($18),Beachfront,DSP Marketplace,agerforcongress.com,Beachfront Deal Migration,Beachfront Deal Migration,The Trade Desk,3055,,,,,CTV,383.73,322.47,,,,61.26,598610,599087,652658,44333,,0.22
STX,2026-08-21,Beach173,,EUR,StackAdapt_Standard Inventory Packages_Beachfront_2025_60 Second Placements,Seedtag,DSP marketplace - Migrated,,,,,,,,,,,382.08,331.1,0.0,,,50.98,6329091387,898660,862971,69096,,0.22
BFM,2026-08-21,976384276675,,USD,Octillion Deal - CTV - EW Scripps,Beachfront,DSP Marketplace,seacoastmission.org,Beachfront Deal Migration,Beachfront Deal Migration,Octillion Media,octillion,,,,,CTV,381.08,313.26,,,,67.82,100005,100022,100418,35962,,0.21
BFM,2026-08-21,783317263332,,USD,GroundTruth Deal - CTV - Premium Bundles List,Beachfront,DSP Marketplace,theglassguru.com,Beachfront Deal Migration,Beachfront Deal Migration,GroundTruth,0,,,,,CTV,380.31,318.79,,,,61.52,158349,161447,170671,30671,,0.21
BFM,2026-08-21,983264025678,,USD,MadHive Deal - CTV RON,Beachfront,DSP Marketplace,advocateslaw.com,Beachfront Deal Curation,Beachfront Deal Curation,MadHive,madhive,,,,,CTV,379.12,321.23,,,,57.89,226806,228100,228113,52259,,0.21
BFM,2026-08-24,Aki1,,USD,Aki Deal - CTV -  RON,Beachfront,Curation 3rd Party,wakefern.com,Aki,Aki,The Trade Desk,3077,,,,,CTV,377.85,330.74,,,,47.11,131334,131401,133952,41824,,0.21
BFM,2026-08-24,456808823983,,USD,JamLoop Deal - CTV - A&amp;E - Efficient CPM,Beachfront,DSP Marketplace,starfurniture.com,BFM Internal,BFM Internal,JamLoop,12341,,,,,CTV,375.21,337.68,,,,37.53,33578,33578,33588,23794,,0.21
BFM,2026-08-24,513073226453,,USD,Conversant Deal - CTV - Political RON,Beachfront,DSP Marketplace,brown-forman.com,Beachfront Deal Curation,Beachfront Deal Curation,Conversant,1,,,,,CTV,370.64,297.27,,,,73.37,113624,279227,279227,47630,,0.21
BFM,2026-08-26,IRIS00360,,USD,IRIS.TV - Q11 - West Coast College - Graduates Contextual CTV_BFM,Beachfront,Curation 3rd Party,westcoastuniversity.edu,IRIS,IRIS,The Trade Desk,107,,,,,CTV,367.76,253.1,,,,114.66,110266,110274,110636,35928,,0.21
BFM,2026-08-25,513073226453,,USD,Conversant Deal - CTV - Political RON,Beachfront,DSP Marketplace,dovato.com,Beachfront Deal Curation,Beachfront Deal Curation,Conversant,1,,,,,CTV,363.26,292.21,,,,71.05,125286,301203,301206,47575,,0.2
STX,2026-08-27,983805237051,,EUR,StackAdapt Deal - CTV - Sports Genre + Live Sports,Seedtag,DSP marketplace - Migrated,,,,,,,,,,,361.98,306.26,0.0,,,55.72,108951083,202566,195728,54805,,0.2
BFM,2026-08-22,187878729747,,USD,JamLoop Deal - CTV - Fuse TV,Beachfront,DSP Marketplace,starfurniture.com,Beachfront Deal Migration,Beachfront Deal Migration,JamLoop,12341,,,,,CTV,359.24,313.61,,,,45.63,185245,185245,185248,20758,,0.2
